Workflow ID,APE version,Has bug,Question,Constraint,Ontology,Workflow length,Signature error,Semantic imprecision error,Redundancy error,Data quality error,Correct answer?,Notes,Workflow description
3.F.31,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectPointOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectPointOrdinalA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.32,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) BooleanAObjectLine(MemT2.0) [MemT2.0] <- (UsedT2.0) BooleanAObjectLine(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.33,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectRegion(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectRegion(UsedT2.0) ObjectVectorToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.34,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,1.00,0.00,0.00,0.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) FocalStatisticsVarietyInterval(Tool2) CountAFieldRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) CountAFieldRaster(UsedT2.0) ReclassifyFieldRasterToBoolean(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.35,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) BooleanAObjectLine(MemT2.0) [MemT2.0] <- (UsedT2.0) BooleanAObjectLine(UsedT2.0) ObjectVectorToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.36,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectPointRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectPointRatioA(UsedT2.0) ObjectPointToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.37,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) NominalAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) NominalAObjectPoint(UsedT2.0) ObjectPointToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.38,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) BooleanAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) BooleanAObjectPoint(UsedT2.0) ObjectPointToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.39,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) IntervalAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) IntervalAObjectPoint(UsedT2.0) ObjectPointToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.F.40,0.9.1,0.00,3.00,Distance,Full,5.00,0.00,0.00,1.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectPointOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectPointOrdinalA(UsedT2.0) ObjectPointToExistenceRaster(Tool3) NoDataExistenceRaster(MemT3.0) [MemT3.0] <- (UsedT3.0) NoDataExistenceRaster(UsedT3.0) EuclideanDistanceExistenceRaster(Tool4) FieldRasterRatioAIRA(MemT4.0) [MemT0.1] <- (UsedT4.0) LatticeVectorA(UsedT4.0) [MemT4.0] <- (UsedT4.1) FieldRasterRatioAIRA(UsedT4.1) ZonalStatisticsMeanRatioIRA(Tool5) LatticeRatioAVectorA(MemT5.0) [MemT5.0] <- (UsedT5.0) LatticeRatioAVectorA(UsedT5.0)
3.S.01,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be summed,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinSumRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.02,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,Nominal attribute cannot be averaged,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinMeanRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.03,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) ArealInterpolationRate(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.04,0.9.1,1.00,3.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.05,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.06,0.9.1,1.00,3.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.07,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinMeanRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.08,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinSumRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.09,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) ArealInterpolationAverage(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.10,0.9.1,1.00,3.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationAverage(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
3.S.11,0.9.1,1.00,3.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.12,0.9.1,1.00,3.00,,SOTA,2.00,0.00,0.00,0.00,1.00,1.00,Correct-ish. The number of parks gives a measure of the accessability.,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistencePoint(Tool1) PointA(MemT1.0) [MemT1.0] <- (UsedT1.0) PointA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountPoint(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.13,0.9.1,1.00,3.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.14,0.9.1,1.00,3.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) ObjectRegionToExistenceRaster(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.15,0.9.1,1.00,3.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinSumLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.16,0.9.1,1.00,3.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceVector(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.17,0.9.1,1.00,3.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.18,0.9.1,1.00,3.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.19,0.9.1,1.00,3.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.20,0.9.1,1.00,3.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.21,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,Selecting parks missing,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMean(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.22,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,Selecting parks missing,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMean(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.23,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,Selecting parks missing,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.24,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsCount(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.25,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMedian(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.26,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsCount(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.27,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMajority(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.28,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMedian(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.29,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.30,0.9.1,0.00,3.00,Distance,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMajority(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
3.S.31,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,0.00,0.00,1.00,1.00,Shouldn't be median but I classified that as data quality error,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) EuclideanDistanceLine(Tool2) RasterA(MemT2.0) [MemT0.0] <- (UsedT2.0) VectorRegionA(UsedT2.0) [MemT2.0] <- (UsedT2.1) RasterA(UsedT2.1) ZonalStatisticsMedian(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
